Round,ClientIndex,ExecTimeSec
931,2,7.664722
931,3,2.045358
931,4,4.828689
932,0,1.739702
932,1,3.101383
932,2,5.853980
932,3,7.290652
932,4,4.463559
933,0,6.216816
933,1,1.761198
933,2,3.207290
933,3,4.581645
933,4,7.628857
934,0,2.910819
934,1,5.687818
934,2,4.261195
934,3,1.508180
934,4,7.102495
935,0,3.209679
935,1,5.916101
935,2,4.540708
935,3,7.425764
935,4,1.865124
936,0,4.404627
936,1,2.942289
936,2,1.497300
936,3,7.094380
936,4,5.749756
937,0,3.034893
937,1,7.500528
937,2,4.580769
937,3,1.588539
937,4,6.073246
938,0,1.626436
938,1,5.721011
938,2,7.116059
938,3,4.413812
938,4,3.024279
939,0,1.886073
939,1,7.597895
939,2,4.817402
939,3,6.256508
939,4,3.448882
940,0,5.837919
940,1,7.263105
940,2,4.442213
940,3,1.700050
940,4,3.029675
941,0,7.731794
941,1,3.502149
941,2,6.377722
941,3,4.907688
941,4,2.109148
942,0,3.415951
942,1,6.225691
942,2,7.580694
942,3,1.814550
942,4,4.884161
943,0,7.099384
943,1,5.672738
943,2,1.544067
943,3,4.316303
943,4,2.974460
944,0,5.037450
944,1,3.667742
944,2,6.404739
944,3,7.933004
944,4,2.197194
945,0,7.292022
945,1,5.748235
945,2,4.293414
945,3,2.866852
945,4,1.457579
946,0,4.866821
946,1,1.945743
946,2,3.373610
946,3,7.600961
946,4,6.269275
947,0,7.088857
947,1,4.386509
947,2,5.721228
947,3,1.674568
947,4,3.042276
948,0,4.442546
948,1,1.706059
948,2,7.354715
948,3,3.063500
948,4,5.842872
949,0,4.679804
949,1,1.879968
949,2,7.490359
949,3,6.146958
949,4,3.285793
950,0,7.419718
950,1,2.750142
950,2,1.397287
950,3,6.066110
950,4,4.697915
951,0,4.250064
951,1,1.454499
951,2,5.592882
951,3,2.800445
951,4,6.917660
952,0,1.722159
952,1,7.202785
952,2,3.056215
952,3,5.838752
952,4,4.489249
953,0,5.559957
953,1,4.121684
953,2,2.729464
953,3,6.979517
953,4,1.373327
954,0,2.902169
954,1,5.870064
954,2,4.376324
954,3,1.486818
954,4,7.325128
955,0,3.662071
955,1,7.768171
955,2,5.013173
955,3,2.100497
955,4,6.352302
956,0,6.879309
956,1,5.521952
956,2,2.848946
956,3,4.185945
956,4,1.449204
957,0,6.077586
957,1,3.338186
957,2,1.948027
957,3,4.685066
957,4,7.504888
958,0,3.298804
958,1,5.993965
958,2,7.328753
958,3,1.864552
958,4,4.630650
959,0,3.078021
959,1,1.727204
959,2,7.171948
959,3,4.463002
959,4,5.803608
960,0,6.976904
960,1,4.204380
960,2,2.784111
960,3,1.363487
960,4,5.655476
961,0,5.695386
961,1,7.041510
961,2,2.940762
961,3,4.289348
961,4,1.517769
962,0,3.340496
962,1,7.516119
962,2,4.676157
962,3,1.940091
962,4,6.089844
963,0,6.431431
963,1,3.137977
963,2,4.632597
963,3,7.885854
963,4,1.612866
964,0,4.375298
964,1,2.982410
964,2,1.603893
964,3,5.815451
964,4,7.289828
965,0,6.086092
965,1,3.190107
965,2,7.523969
965,3,1.869149
965,4,4.629648
966,0,7.115604
966,1,5.771110
966,2,4.418266
966,3,1.698663
966,4,3.095626
967,0,4.291217
967,1,7.036377
967,2,5.700398
967,3,2.893903
967,4,1.582403
968,0,8.020483
968,1,5.278033
968,2,2.249443
968,3,3.730195
968,4,6.680627
969,0,5.842835
969,1,1.633286
969,2,2.944025
969,3,7.277323
969,4,4.404285
970,0,4.347561
970,1,7.039198
970,2,5.692135
970,3,1.532251
970,4,2.895075
971,0,5.908175
971,1,3.054751
971,2,1.683533
971,3,4.557446
971,4,7.259586
972,0,5.654496
972,1,4.306921
972,2,1.577195
972,3,2.974170
972,4,7.024254
973,0,3.594010
973,1,6.748447
973,2,5.231184
973,3,1.988699
973,4,8.064227
974,0,3.366299
974,1,7.519190
974,2,2.043037
974,3,6.157452
974,4,4.835038
975,0,4.319268
975,1,1.601013
975,2,5.673797
975,3,7.102016
975,4,2.973814
976,0,3.966072
976,1,6.652379
976,2,8.132354
976,3,2.492738
976,4,5.312228
977,0,1.774689
977,1,3.190001
977,2,4.643767
977,3,7.475548
977,4,6.070098
978,0,3.068638
978,1,1.643115
978,2,5.919839
978,3,7.324029
978,4,4.476256
979,0,7.085908
979,1,1.364677
979,2,2.703490
979,3,4.131194
979,4,5.549251
980,0,3.826902
980,1,5.202909
980,2,6.641763
980,3,2.372705
980,4,7.980418
981,0,1.386688
981,1,7.048254
981,2,5.701189
981,3,4.197977
981,4,2.789328
982,0,4.288921
982,1,7.284098
982,2,1.387760
982,3,5.698050
982,4,2.790575
983,0,4.605406
983,1,7.297918
983,2,5.946560
983,3,1.918607
983,4,3.254593
984,0,2.981148
984,1,7.228523
984,2,1.660203
984,3,4.394837
984,4,5.764739
985,0,2.041137
985,1,6.311910
985,2,4.838820
985,3,3.410874
985,4,8.056369
986,0,2.992198
986,1,7.215841
986,2,4.352093
986,3,1.579412
986,4,5.746559
987,0,3.103832
987,1,4.454452
987,2,5.827493
987,3,7.229459
987,4,1.678103
988,0,6.948083
988,1,2.631558
988,2,8.300155
988,3,5.550343
988,4,4.075218
989,0,1.646748
989,1,2.998275
989,2,4.509509
989,3,5.928337
989,4,7.283337
990,0,3.108142
990,1,4.546207
990,2,1.602037
990,3,7.393842
990,4,5.935457
991,0,3.034443
991,1,4.367426
991,2,1.605844
991,3,7.067487
991,4,5.735129
992,0,4.332740
992,1,5.775336
992,2,2.919238
992,3,1.531460
992,4,7.193459
993,0,1.478814
993,1,7.267476
993,2,3.134753
993,3,4.490828
993,4,5.925427
994,0,3.126864
994,1,1.742320
994,2,4.621334
994,3,7.805404
994,4,6.388816
995,0,2.845415
995,1,7.053189
995,2,5.718049
995,3,4.366621
995,4,1.473071
996,0,4.230330
996,1,2.816992
996,2,5.575426
996,3,7.031736
996,4,1.405608
997,0,1.461873
997,1,6.905669
997,2,2.882043
997,3,5.559640
997,4,4.217984
998,0,6.742949
998,1,4.032877
998,2,5.370555
998,3,1.343440
998,4,2.672583
999,0,1.486182
999,1,5.650323
999,2,4.315689
999,3,6.990233
999,4,2.956641
